--env SUMSTAT	--env GSSS	--env REFLD	--env GSRLD	--env OUT	--env CELL	--env GSBFILE	--env BFILE
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_BJAB-Engreitz	BJAB-Engreitz	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_BJAB_anti-IgM_anti-CD40_4hr-Engreitz	BJAB_anti-IgM_anti-CD40_4hr-Engreitz	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_body_of_pancreas-ENCODE	body_of_pancreas-ENCODE	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_breast_epithelium-ENCODE	breast_epithelium-ENCODE	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_brite_adipose-Loft2014	brite_adipose-Loft2014	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_cardiac_muscle_cell-ENCODE	cardiac_muscle_cell-ENCODE	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_CD14-positive_monocyte-ENCODE	CD14-positive_monocyte-ENCODE	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_CD14-positive_monocyte-Roadmap	CD14-positive_monocyte-Roadmap	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_CD14-positive_monocyte-Novakovic2016	CD14-positive_monocyte-Novakovic2016	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_CD14-positive_monocyte_treated_with_BG_1h-Novakovic2016	CD14-positive_monocyte_treated_with_BG_1h-Novakovic2016	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_CD14-positive_monocyte_treated_with_BG_4h-Novakovic2016	CD14-positive_monocyte_treated_with_BG_4h-Novakovic2016	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_CD14-positive_monocyte_treated_with_BG_d1-Novakovic2016	CD14-positive_monocyte_treated_with_BG_d1-Novakovic2016	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_CD14-positive_monocyte_treated_with_BG_d6-Novakovic2016	CD14-positive_monocyte_treated_with_BG_d6-Novakovic2016	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_CD14-positive_monocyte_treated_with_LPS_1h-Novakovic2016	CD14-positive_monocyte_treated_with_LPS_1h-Novakovic2016	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_CD14-positive_monocyte_treated_with_LPS_4h-Novakovic2016	CD14-positive_monocyte_treated_with_LPS_4h-Novakovic2016	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_CD14-positive_monocyte_treated_with_LPS_d1-Novakovic2016	CD14-positive_monocyte_treated_with_LPS_d1-Novakovic2016	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_CD14-positive_monocyte_treated_with_LPS_d6-Novakovic2016	CD14-positive_monocyte_treated_with_LPS_d6-Novakovic2016	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_CD14-positive_monocyte_treated_with_RPMI_1h-Novakovic2016	CD14-positive_monocyte_treated_with_RPMI_1h-Novakovic2016	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_CD14-positive_monocyte_treated_with_RPMI_4h-Novakovic2016	CD14-positive_monocyte_treated_with_RPMI_4h-Novakovic2016	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_CD14-positive_monocyte_treated_with_RPMI_d1-Novakovic2016	CD14-positive_monocyte_treated_with_RPMI_d1-Novakovic2016	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_CD14-positive_monocyte_treated_with_RPMI_d6-Novakovic2016	CD14-positive_monocyte_treated_with_RPMI_d6-Novakovic2016	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_CD14-positive_monocytes-Roadmap	CD14-positive_monocytes-Roadmap	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_CD19-positive_B_cell-Roadmap	CD19-positive_B_cell-Roadmap	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_CD3-positive_T_cell-Roadmap	CD3-positive_T_cell-Roadmap	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_CD34-positive_mobilized-Roadmap	CD34-positive_mobilized-Roadmap	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_CD4-positive_helper_T_cell-Corces2016	CD4-positive_helper_T_cell-Corces2016	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_CD4-positive_helper_T_cell-ENCODE	CD4-positive_helper_T_cell-ENCODE	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_CD56-positive_natural_killer_cells-Roadmap	CD56-positive_natural_killer_cells-Roadmap	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_CD8-positive_alpha-beta_T_cell-Corces2016	CD8-positive_alpha-beta_T_cell-Corces2016	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_CD8-positive_alpha-beta_T_cell-ENCODE	CD8-positive_alpha-beta_T_cell-ENCODE	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_coronary_artery-ENCODE	coronary_artery-ENCODE	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_coronary_artery_smooth_muscle_cell-Miller2016	coronary_artery_smooth_muscle_cell-Miller2016	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_dendritic_cell_treated_with_Lipopolysaccharide_0_ng-mL_for_0_hour-Garber2017	dendritic_cell_treated_with_Lipopolysaccharide_0_ng-mL_for_0_hour-Garber2017	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_1_hour-Garber2017	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_1_hour-Garber2017	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_2_hour-Garber2017	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_2_hour-Garber2017	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_30_minute-Garber2017	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_30_minute-Garber2017	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_4_hour-Garber2017	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_4_hour-Garber2017	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_6_hour-Garber2017	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_6_hour-Garber2017	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_endothelial_cell_of_umbilical_vein-Roadmap	endothelial_cell_of_umbilical_vein-Roadmap	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013	endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_epithelial_cell_of_prostate-ENCODE	epithelial_cell_of_prostate-ENCODE	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_erythroblast-Corces2016	erythroblast-Corces2016	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_fibroblast_of_arm-ENCODE	fibroblast_of_arm-ENCODE	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_fibroblast_of_dermis-ENCODE	fibroblast_of_dermis-ENCODE	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_fibroblast_of_dermis-Roadmap	fibroblast_of_dermis-Roadmap	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_fibroblast_of_lung-Roadmap	fibroblast_of_lung-Roadmap	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_fibroblast_of_lung_fetal-ENCODE	fibroblast_of_lung_fetal-ENCODE	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
